contract,specialty,is_primary
30063833,Angiologia / Cirurgia Vascular,False
30063833,Colposcopia,False
30063833,Endocrinologia,False
30063833,Ginecologia,False
30063833,Ginecologia / Obstetricia,True
30063833,Ultrassonografia,False
30063833,Videohisteroscopia,False
30063892,Alergologia,True
30063892,Alergologia Pediatrica,False
30063892,Cardiologia,False
30063892,Clínica Médica,False
30063892,Dermatologia,False
30063892,Endocrinologia,False
30063892,Endoscopia Digestiva,False
30063892,Gastroenterologia,False
30063892,Ginecologia / Obstetricia,False
30063892,Homeopatia,False
30063892,Laboratorio / Anatomia Patologica,False
30063892,Neurologia,False
30063892,Ortopedia E Traumatologia,False
30063892,Otorrinolaringologia,False
30063892,Pediatria,False
30063892,Pneumologia,False
30063892,Radiologia,False
30063892,Reumatologia,False
30063892,Ultrassonografia,False
30063892,Urologia,False
30063922,Oftalmologia,True
30064040,Cirurgia Cabeca E Pescoco,False
30064040,Otorrinolaringologia,True
30064082,Otorrinolaringologia,True
30064147,Cardiologia,True
30064147,Clínica Médica,False
30064147,Eletrocardiografia (Ecg),False
30064198,Alergologia,False
30064198,Angiologia / Cirurgia Vascular,False
30064198,Cardiologia,True
30064198,Clínica Médica,False
30064198,Dermatologia,False
30064198,Endocrinologia,False
30064198,Fonoaudiologia,False
30064198,Gastroenterologia,False
30064198,Ginecologia,False
30064198,Neurologia,False
30064198,Nutricao,False
30064198,Oftalmologia,False
30064198,Ortopedia E Traumatologia,False
30064198,Pediatria,False
30064198,Pneumologia,False
30064198,Psicologia,False
30064198,Psiquiatria,False
30064210,Clinica Medica,True
30064210,Clínica Médica,False
30064309,Oftalmologia,True
30064325,Cardiologia,True
30064325,Cirurgia Plástica Reparadora,False
30064376,Cardiologia,True
30064376,Nutricao,False
30064422,Oftalmologia,True
30064457,Otorrinolaringologia,True
30064481,Cardiologia,True
30064481,Clínica Médica,False
30064481,Nefrologia,False
30064511,Alergologia,False
30064511,Alergologia / Imunologia Pediatrica,False
30064511,Cardiologia,False
30064511,Cirurgia Cardiovascular,False
30064511,Cirurgia Geral,False
30064511,Clínica Médica,False
30064511,Dermatologia,False
30064511,Endocrinologia,False
30064511,Fonoaudiologia,False
30064511,Ginecologia / Obstetricia,False
30064511,Neurocirurgia,False
30064511,Neurologia,True
30064511,Neurologia Pediatrica,False
30064511,Pediatria,False
30064511,Urologia,False
30064538,Fisioterapia,False
30064538,Microcirurgia,False
30064538,Ortopedia E Traumatologia,True
30064538,Radiologia,False
30064546,Cirurgia Geral,False
30064546,Oftalmologia,True
30064546,Ultrassonografia,False
30064589,Angiologia / Cirurgia Vascular,True
30064589,Cardiologia,False
30064589,Clínica Médica,False
30064589,Ginecologia,False
30064589,Oftalmologia,False
30064589,Ultrassonografia,False
30064660,Laboratorio / Anatomia Patologica,True
30064686,Otorrinolaringologia,True
30064708,Alergologia,True
30064708,Alergologia Pediatrica,False
30064708,Cardiologia,False
30064708,Clínica Médica,False
30064708,Endocrinologia,False
30064708,Pediatria,False
30064724,Neurocirurgia,False
30064724,Ortopedia E Traumatologia,True
30064813,Ortopedia E Traumatologia,False
30064813,Radiologia,True
30068274,Angiologia / Cirurgia Vascular,False
30068274,Cardiologia,False
30068274,Clinica Medica,True
30068274,Clínica Médica,False
30068274,Dermatologia,False
30068274,Fisioterapia,False
30068274,Gastroenterologia,False
30068274,Geriatria,False
30068274,Ginecologia,False
30068274,Laboratorio / Anatomia Patologica,False
30068274,Nefrologia,False
30068274,Ortopedia E Traumatologia,False
30068274,Pediatria,False
30068274,Proctologia,False
30068274,Psiquiatria,False
30068274,Radiologia,False
30068274,Reumatologia,False
30068274,Tomografia Computadorizada,False
30068274,Ultrassonografia,False
30068274,Urologia,False
30068363,Angiologia / Cirurgia Vascular,True
30068363,Dermatologia,False
30068401,Otorrinolaringologia,True
30068410,Oncologia,True
30068479,Alergologia,False
30068479,Alergologia Pediatrica,False
30068479,Dermatologia,True
30068592,Alergologia,False
30068592,Alergologia Pediatrica,False
30068592,Angiologia / Cirurgia Vascular,False
30068592,Cardiologia,False
30068592,Cirurgia Geral,False
30068592,Cirurgia Plástica Reparadora,False
30068592,Clinica Medica,True
30068592,Clínica Médica,False
30068592,Dermatologia,False
30068592,Endocrinologia,False
30068592,Fisioterapia,False
30068592,Gastroenterologia,False
30068592,Ginecologia / Obstetricia,False
30068592,Homeopatia,False
30068592,Neurologia Pediatrica,False
30068592,Nutricao,False
30068592,Otorrinolaringologia,False
30068592,Pediatria,False
30068592,Pneumologia,False
30068592,Urologia,False
30068738,Audiometria,True
30068738,Oftalmologia,False
30068738,Otorrinolaringologia,False
30068738,Pediatria,False
30068860,Clinica Medica,True
30068860,Clínica Médica,False
30068860,Dermatologia,False
30068860,Gastroenterologia,False
30068860,Ginecologia / Obstetricia,False
30068860,Pediatria,False
30068878,Clinica Medica,True
30068878,Ortopedia E Traumatologia,False
30068975,Angiologia / Cirurgia Vascular,True
30068975,Ultrassonografia,False
30069181,Clinica Medica,True
30069181,Clínica Médica,False
30069181,Gastroenterologia,False
30069181,Ultrassonografia,False
30069190,Cardiologia,True
30069203,Cardiologia,True
30069203,Ginecologia,False
30069300,Fonoaudiologia,False
30069300,Otorrinolaringologia,True
30069319,Cirurgia Geral,True
30069319,Cirurgia Toracica,False
30069319,Oncologia,False
30069319,Proctologia,False
30069335,Cardiologia,True
30069335,Cardiologia Pediatrica,False
30069500,Cardiologia,True
30069500,Cardiologia Metodos Graficos,False
30069500,Clínica Médica,False
30069500,Densitometria Ossea,False
30069500,Ecocardiografia,False
30069500,Eletrocardiografia (Ecg),False
30069500,Ginecologia,False
30069500,Ginecologia / Obstetricia,False
30069500,Laboratorio / Anatomia Patologica,False
30069500,Mamografia,False
30069500,Nutrologia,False
30069500,Ultrassonografia,False
30069500,Videohisteroscopia,False
30069610,Alergologia,False
30069610,Alergologia Pediatrica,False
30069610,Angiologia / Cirurgia Vascular,False
30069610,Cardiologia,False
30069610,Clinica Medica,True
30069610,Dermatologia,False
30069610,Endocrinologia,False
30069610,Gastroenterologia,False
30069610,Oftalmologia,False
30069610,Ortopedia E Traumatologia,False
30069610,Otorrinolaringologia,False
30069610,Pediatria,False
30069610,Pneumologia,False
30069610,Proctologia,False
30069610,Reumatologia,False
30069610,Urologia,False
30069858,Dermatologia,False
30069858,Endocrinologia,False
30069858,Gastroenterologia,False
30069858,Ginecologia / Obstetricia,False
30069858,Otorrinolaringologia,False
30069858,Pediatria,False
30069858,Ultrassonografia,True
30069858,Urologia,False
30069912,Cardiologia,True
30069912,Clínica Médica,False
30069912,Dermatologia,False
30069912,Endocrinologia Ginecologica,False
30069912,Fisioterapia,False
30069912,Ginecologia,False
30069912,Laboratorio / Anatomia Patologica,False
30069912,Otorrinolaringologia,False
30069912,Pediatria,False
30069912,Ultrassonografia,False
30070007,Fisioterapia,True
30070058,Oftalmologia,True
30070066,Cardiologia,True
30070066,Clínica Médica,False
30070066,Homeopatia,False
30070066,Pediatria,False
30070066,Ultrassonografia,False
30070198,Hospital Especializado Em Oftalmologia,False
30070198,Oftalmologia,True
30070201,Ortopedia E Traumatologia,True
30070201,Radiologia,False
30070473,Cirurgia Do Aparelho Digestivo,True
30070473,Cirurgia Geral,False
30070473,Gastroenterologia,False
30070473,Nefrologia,False
30070473,Proctologia,False
30070473,Urologia,False
30070520,Fonoaudiologia,True
30070520,Psicologia,False
30070589,Angiologia / Cirurgia Vascular,False
30070589,Endocrinologia,False
30070589,Ginecologia,False
30070589,Mamografia,False
30070589,Mastologia,False
30070589,Proctologia,False
30070589,Ultrassonografia,True
30070589,Urologia,False
30070600,Dermatologia,True
30070678,Hospital Especializado Em Oftalmologia,False
30070678,Oftalmologia,True
30070678,P.S. Oftalmologico,False
30070694,Laboratorio / Anatomia Patologica,True
30070848,Pediatria,True
30070937,Ortopedia E Traumatologia,True
30071070,Ginecologia,False
30071070,Ginecologia / Obstetricia,True
30071119,Otorrinolaringologia,True
30071194,Cardiologia,True
30071259,Angiologia / Cirurgia Vascular,True
30071259,Cardiologia,False
30071259,Dermatologia,False
30071259,Endocrinologia,False
30071259,Gastroenterologia,False
30071259,Ginecologia,False
30071259,Proctologia,False
30071259,Urologia,False
30071275,Cardiologia,True
30071275,Dermatologia,False
30071275,Endocrinologia,False
30071275,Gastroenterologia,False
30071275,Ginecologia,False
30071275,Mastologia,False
30071275,Neurologia,False
30071275,Pediatria,False
30071275,Urologia,False
30071330,Oftalmologia,True
30071380,Angiologia / Cirurgia Vascular,True
30071399,Urologia,True
30071569,Cardiologia,True
30071607,Oftalmologia,True
30071631,Oncologia,True
30071631,Quimioterapia,False
30071640,Neurologia,True
30071640,Neurologia Pediatrica,False
30071640,Polissonografia,False
30071640,Psiquiatria,False
30071666,Cirurgia Da Mao,False
30071666,Fisioterapia,False
30071666,Microcirurgia,False
30071666,Ortopedia E Traumatologia,True
30071666,Radiologia,False
30071682,Oftalmologia,True
30071690,Angiologia / Cirurgia Vascular,True
30071690,Cardiologia,False
30071690,Cardiologia Metodos Graficos,False
30071690,Cirurgia Cabeca E Pescoco,False
30071690,Cirurgia Do Aparelho Digestivo,False
30071690,Cirurgia Geral,False
30071690,Cirurgia Pediatrica,False
30071690,Cirurgia Plástica Reparadora,False
30071690,Cirurgia Toracica,False
30071690,Clínica Médica,False
30071690,Dermatologia,False
30071690,Fonoaudiologia,False
30071690,Gastroenterologia,False
30071690,Ginecologia,False
30071690,Nefrologia,False
30071690,Nutricao,False
30071690,Oftalmologia,False
30071690,Oncologia,False
30071690,Ortopedia E Traumatologia,False
30071690,Otorrinolaringologia,False
30071690,Otorrinolaringologia Pediatrica,False
30071690,Pediatria,False
30071690,Proctologia,False
30071690,Psicologia,False
30071690,Psiquiatria,False
30071690,Reumatologia,False
30071690,Urologia,False
30071852,Laboratorio / Anatomia Patologica,True
30071887,Oftalmologia,True
30071895,Oftalmologia,True
30071909,Angiologia / Cirurgia Vascular,True
30071909,Cardiologia,False
30071909,Cirurgia Cardiovascular,False
30071909,Clínica Médica,False
30071909,Pediatria,False
30072077,Fisioterapia,True
30072140,Angiologia / Cirurgia Vascular,True
30072220,Fisioterapia,True
30072280,Fisioterapia,True
30072395,Audiometria,False
30072395,Cardiologia,False
30072395,Citopatologia,False
30072395,Clínica Médica,False
30072395,Densitometria Ossea,False
30072395,Ecocardiografia,False
30072395,Ecografia Vascular Com Doppler,False
30072395,Eletrocardiografia (Ecg),False
30072395,Endocrinologia,True
30072395,Fluxometria Vascular (Doppler),False
30072395,Ginecologia,False
30072395,Laboratorio / Anatomia Patologica,False
30072395,Mamografia,False
30072395,Mastologia,False
30072395,Medicina Nuclear,False
30072395,Pneumologia,False
30072395,Provas De Funcao Pulmonar,False
30072395,Radiologia,False
30072395,Teste Ergometrico,False
30072395,Ultrassonografia,False
30072395,Urologia,False
30072492,Alergologia,True
30072492,Alergologia Pediatrica,False
30072492,Angiologia / Cirurgia Vascular,False
30072492,Cardiologia,False
30072492,Cirurgia Do Aparelho Digestivo,False
30072492,Cirurgia Geral,False
30072492,Cirurgia Plástica Reparadora,False
30072492,Clínica Médica,False
30072492,Dermatologia,False
30072492,Eletrocardiografia (Ecg),False
30072492,Endocrinologia,False
30072492,Fisioterapia,False
30072492,Gastroenterologia,False
30072492,Ginecologia / Obstetricia,False
30072492,Laboratorio / Anatomia Patologica,False
30072492,Mamografia,False
30072492,Mastologia,False
30072492,Microcirurgia,False
30072492,Neurocirurgia,False
30072492,Neurologia Pediatrica,False
30072492,Oftalmologia,False
30072492,Ortopedia E Traumatologia,False
30072492,Otorrinolaringologia,False
30072492,Pediatria,False
30072492,Pneumologia,False
30072492,Radiologia,False
30072492,Reumatologia,False
30072492,Terapia Ocupacional,False
30072492,Ultrassonografia,False
30072492,Urologia,False
30072646,Clínica Médica,False
30072646,Hospital Dia (Day Hospital),True
30072646,Ortopedia E Traumatologia,False
30072824,Alergologia,True
30072824,Alergologia Pediatrica,False
30072824,Clínica Médica,False
30072824,Dermatologia,False
30072824,Endocrinologia,False
30072824,Infectologia,False
30072824,Otorrinolaringologia,False
30072824,Pneumologia,False
30072832,Alergologia,True
30072832,Alergologia Pediatrica,False
30072832,Angiologia / Cirurgia Vascular,False
30072832,Cardiologia,False
30072832,Cirurgia Cardiovascular,False
30072832,Cirurgia Geral,False
30072832,Cirurgia Plástica Reparadora,False
30072832,Dermatologia,False
30072832,Ecocardiografia,False
30072832,Eletrocardiografia (Ecg),False
30072832,Endocrinologia,False
30072832,Endoscopia Digestiva,False
30072832,Fonoaudiologia,False
30072832,Gastroenterologia,False
30072832,Ginecologia,False
30072832,Ginecologia / Obstetricia,False
30072832,Neurofisiologia Clinica,False
30072832,Neurologia,False
30072832,Nutricao,False
30072832,Oftalmologia,False
30072832,Ortopedia E Traumatologia,False
30072832,Otorrinolaringologia,False
30072832,Pediatria,False
30072832,Proctologia,False
30072832,Provas De Funcao Pulmonar,False
30072832,Reumatologia,False
30072832,Teste Ergometrico,False
30072832,Ultrassonografia,False
30072832,Urologia,False
30072859,Oftalmologia,True
30072883,Medicina Nuclear,True
30072891,Cardiologia,True
30072891,Clínica Médica,False
30072891,Ultrassonografia,False
30072905,Alergologia,True
30072905,Alergologia Pediatrica,False
30072905,Angiologia / Cirurgia Vascular,False
30072905,Cardiologia,False
30072905,Cirurgia Cabeca E Pescoco,False
30072905,Cirurgia Do Aparelho Digestivo,False
30072905,Cirurgia Geral,False
30072905,Cirurgia Plástica Reparadora,False
30072905,Clínica Médica,False
30072905,Dermatologia,False
30072905,Endocrinologia,False
30072905,Fonoaudiologia,False
30072905,Gastroenterologia,False
30072905,Geriatria,False
30072905,Ginecologia / Obstetricia,False
30072905,Hematologia,False
30072905,Mastologia,False
30072905,Neurocirurgia,False
30072905,Neurologia,False
30072905,Oftalmologia,False
30072905,Ortopedia E Traumatologia,False
30072905,Otorrinolaringologia,False
30072905,Pediatria,False
30072905,Pneumologia,False
30072905,Proctologia,False
30072905,Urologia,False
30072930,Cardiologia,True
30072980,Acupuntura,False
30072980,Fisioterapia,False
30072980,Ortopedia E Traumatologia,True
30072980,Radiologia,False
30073022,Alergologia,True
30073022,Alergologia Pediatrica,False
30073022,Endocrinologia,False
30073022,Pediatria,False
30073049,Alergologia,False
30073049,Alergologia Pediatrica,False
30073049,Clinica Medica,True
30073049,Clínica Médica,False
30073049,Geriatria,False
30073049,Ginecologia,False
30073049,Ginecologia / Obstetricia,False
30073049,Ortopedia E Traumatologia,False
30073049,Pediatria,False
30073049,Reumatologia,False
30073057,Alergologia Pediatrica,False
30073057,Cardiologia,True
30073057,Clínica Médica,False
30073057,Fonoaudiologia,False
30073057,Ginecologia / Obstetricia,False
30073057,Laboratorio / Anatomia Patologica,False
30073057,Neurologia,False
30073057,Oftalmologia,False
30073057,Ortopedia E Traumatologia,False
30073057,Pediatria,False
30073057,Proctologia,False
30073057,Urologia,False
30073073,Angiologia / Cirurgia Vascular,True
30073073,Cardiologia,False
30073073,Clínica Médica,False
30073073,Dermatologia,False
30073073,Endocrinologia,False
30073073,Gastroenterologia,False
30073073,Ginecologia,False
30073073,Neurologia,False
30073073,Otorrinolaringologia,False
30073073,Pneumologia,False
30073090,Otorrinolaringologia,True
30073120,Dermatologia,True
30073138,Angiologia / Cirurgia Vascular,True
30073138,Cardiologia,False
30073138,Cirurgia Cardiovascular,False
30073138,Clínica Médica,False
30073138,Ecocardiografia,False
30073138,Eletrocardiografia (Ecg),False
30073138,Teste Ergometrico,False
30073162,Cardiologia,True
30073162,Cardiologia Metodos Graficos,False
30073162,Eletrocardiografia (Ecg),False
30073197,Alergologia,False
30073197,Alergologia / Imunologia Pediatrica,False
30073197,Alergologia Pediatrica,False
30073197,Hematologia,True
30073197,Laboratorio / Anatomia Patologica,False
30073286,Angiologia / Cirurgia Vascular,True
30073286,Neurocirurgia,False
30073286,Neurologia,False
30073286,Neurologia Pediatrica,False
30073316,Fonoaudiologia,False
30073316,Psicologia,True
30073529,Hemoterapia,True
30073693,Fisioterapia,False
30073693,Ortopedia E Traumatologia,True
30073693,Radiologia,False
30073707,Dermatologia,True
30073707,Oftalmologia,False
30073723,Alergologia,False
30073723,Alergologia Pediatrica,False
30073723,Dermatologia,True
30073758,Oftalmologia,True
30073820,Angiologia / Cirurgia Vascular,False
30073820,Cardiologia,True
30073847,Acupuntura,True
30073847,Angiologia / Cirurgia Vascular,False
30073847,Audiometria,False
30073847,Cardiologia,False
30073847,Cirurgia Cabeca E Pescoco,False
30073847,Cirurgia Do Aparelho Digestivo,False
30073847,Cirurgia Geral,False
30073847,Cirurgia Plástica Reparadora,False
30073847,Cirurgia Toracica,False
30073847,Clínica Médica,False
30073847,Colonoscopia,False
30073847,Colposcopia,False
30073847,Dermatologia,False
30073847,Ecocardiografia,False
30073847,Eletrocardiografia (Ecg),False
30073847,Endocrinologia,False
30073847,Endoscopia Digestiva,False
30073847,Fisioterapia,False
30073847,Fonoaudiologia,False
30073847,Gastroenterologia,False
30073847,Ginecologia / Obstetricia,False
30073847,Homeopatia,False
30073847,Infectologia,False
30073847,Laboratorio / Anatomia Patologica,False
30073847,Neurocirurgia,False
30073847,Nutricao,False
30073847,Nutrologia,False
30073847,Otorrinolaringologia,False
30073847,Pneumologia,False
30073847,Proctologia,False
30073847,Psiquiatria,False
30073847,Radiologia,False
30073847,Ultrassonografia,False
30073847,Urologia,False
30073898,Hematologia,False
30073898,Hepatologia,False
30073898,Oncologia,True
30073898,Quimioterapia,False
30073898,Reumatologia,False
30073910,Oftalmologia,True
30073910,Otorrinolaringologia,False
30074126,Angiologia / Cirurgia Vascular,True
30074126,Ginecologia,False
30074126,Urologia,False
30074207,Hematologia,False
30074207,Hemoterapia,False
30074207,Laboratorio / Anatomia Patologica,True
30074223,Angiologia / Cirurgia Vascular,True
30074223,Ultrassonografia,False
30074274,Clínica Médica,False
30074274,Colposcopia,False
30074274,Ginecologia,False
30074274,Ginecologia / Obstetricia,True
30074274,Laboratorio / Anatomia Patologica,False
30074274,Mamografia,False
30074274,Mastologia,False
30074274,Oncologia,False
30074410,Oftalmologia,True
30074568,Alergologia,True
30074568,Alergologia Pediatrica,False
30074568,Angiologia / Cirurgia Vascular,False
30074568,Cardiologia,False
30074568,Cirurgia Cabeca E Pescoco,False
30074568,Cirurgia Cardiovascular,False
30074568,Cirurgia Da Mao,False
30074568,Cirurgia Geral,False
30074568,Cirurgia Plástica Reparadora,False
30074568,Cirurgia Toracica,False
30074568,Clínica Médica,False
30074568,Dermatologia,False
30074568,Endocrinologia,False
30074568,Endoscopia Digestiva,False
30074568,Fonoaudiologia,False
30074568,Gastroenterologia,False
30074568,Geriatria,False
30074568,Ginecologia / Obstetricia,False
30074568,Hematologia,False
30074568,Hemodinamica,False
30074568,Homeopatia,False
30074568,Infectologia,False
30074568,Mastologia,False
30074568,Nefrologia,False
30074568,Neurocirurgia,False
30074568,Neurologia,False
30074568,Neurologia Pediatrica,False
30074568,Nutricao,False
30074568,Oftalmologia,False
30074568,Oncologia,False
30074568,Ortopedia E Traumatologia,False
30074568,Otorrinolaringologia,False
30074568,P.S. Clinico,False
30074568,Pediatria,False
30074568,Pneumologia,False
30074568,Proctologia,False
30074568,Psiquiatria,False
30074568,Quimioterapia,False
30074568,Radioterapia,False
30074568,Reumatologia,False
30074568,Urologia,False
30075033,Ginecologia,False
30075033,Ginecologia / Obstetricia,True
30075033,Laboratorio / Anatomia Patologica,False
30075033,Mastologia,False
30075033,Radiologia,False
30075033,Ressonancia Nuclear Magnetica,False
30075033,Ultrassonografia,False
30075190,Cirurgia Plástica Reparadora,False
30075190,Clinica Medica,True
30075190,Clínica Médica,False
30075190,Ginecologia,False
30075190,Microcirurgia,False
30075190,Pediatria,False
30075190,Urologia,False
30075246,Ortopedia E Traumatologia,True
30075661,Oftalmologia,True
30075718,Otorrinolaringologia,True
30075823,Urologia,True
30075823,Urologia Pediatrica,False
30075947,Densitometria Ossea,False
30075947,Mamografia,False
30075947,Radiologia,True
30075947,Ressonancia Nuclear Magnetica,False
30075947,Tomografia Computadorizada,False
30075947,Ultrassonografia,False
30076072,Laboratorio / Anatomia Patologica,True
30076102,Densitometria Ossea,False
30076102,Mamografia,False
30076102,Radiologia,True
30076102,Ressonancia Nuclear Magnetica,False
30076102,Tomografia Computadorizada,False
30076102,Ultrassonografia,False
30076145,Cardiologia,True
30076145,Clínica Médica,False
30076145,Ultrassonografia,False
30076242,Ginecologia,False
30076242,Ginecologia / Obstetricia,True
30076242,Ultrassonografia,False
30076420,Angiologia / Cirurgia Vascular,False
30076420,Cardiologia,True
30076439,Medicina Nuclear,True
30076471,Angiologia / Cirurgia Vascular,True
30078539,Ortopedia E Traumatologia,True
30078547,Cardiologia,True
30078547,Clínica Médica,False
30078547,Endocrinologia,False
30078547,Gastroenterologia,False
30078547,Pediatria,False
30078547,Psicologia,False
30078644,Otorrinolaringologia,False
30078644,Pediatria,True
30078830,Cardiologia,True
30078830,Cirurgia Geral,False
30078830,Clínica Médica,False
30078830,Fisioterapia,False
30078830,Ginecologia / Obstetricia,False
30078830,Microcirurgia,False
30078830,Neurocirurgia,False
30078830,Ortopedia E Traumatologia,False
30078830,Pediatria,False
30078830,Radiologia,False
30078911,Ortopedia E Traumatologia,True
30078911,Radiologia,False
30079152,Cirurgia Do Aparelho Digestivo,True
30079152,Proctologia,False
30079314,Fisioterapia,False
30079314,Ortopedia E Traumatologia,True
30079314,Radiologia,False
30080277,Cardiologia,True
30080277,Cirurgia Cabeca E Pescoco,False
30080277,Clínica Médica,False
30080277,Gastroenterologia,False
30080277,Ginecologia,False
30080277,Otorrinolaringologia,False
30080277,Pediatria,False
30080277,Urologia,False
30080541,Oftalmologia,True
30080541,Ultrassonografia,False
30080550,Cardiologia,False
30080550,Cirurgia Geral,False
30080550,Clínica Médica,False
30080550,Gastroenterologia,False
30080550,Ginecologia,False
30080550,Ginecologia / Obstetricia,False
30080550,Mastologia,False
30080550,Ortopedia E Traumatologia,False
30080550,Psiquiatria,False
30080550,Ultrassonografia,True
30080614,Alergologia,True
30080614,Alergologia Pediatrica,False
30080614,Angiologia / Cirurgia Vascular,False
30080614,Cardiologia,False
30080614,Cirurgia Cabeca E Pescoco,False
30080614,Cirurgia Da Mao,False
30080614,Cirurgia Do Aparelho Digestivo,False
30080614,Cirurgia Geral,False
30080614,Cirurgia Pediatrica,False
30080614,Cirurgia Plástica Reparadora,False
30080614,Clínica Médica,False
30080614,Dermatologia,False
30080614,Endocrinologia,False
30080614,Gastroenterologia,False
30080614,Ginecologia,False
30080614,Ginecologia / Obstetricia,False
30080614,Infectologia,False
30080614,Laboratorio / Anatomia Patologica,False
30080614,Mastologia,False
30080614,Microcirurgia,False
30080614,Neurologia,False
30080614,Neurologia Pediatrica,False
30080614,Oftalmologia,False
30080614,Ortopedia E Traumatologia,False
30080614,Otorrinolaringologia,False
30080614,Pediatria,False
30080614,Pneumologia,False
30080614,Proctologia,False
30080614,Radiologia,False
30080614,Ressonancia Nuclear Magnetica,False
30080614,Reumatologia,False
30080614,Ultrassonografia,False
30080614,Urologia,False
30080673,Oftalmologia,True
30080681,Oftalmologia,True
30080746,Alergologia,True
30080746,Cirurgia Geral,False
30080746,Clínica Médica,False
30080746,Colposcopia,False
30080746,Densitometria Ossea,False
30080746,Eletrocardiografia (Ecg),False
30080746,Eletrocardiografia Computadorizada,False
30080746,Ginecologia,False
30080746,Mamografia,False
30080746,Mastologia,False
30080746,Proctologia,False
30080746,Ultrassonografia,False
30080746,Urologia,False
30080843,Ginecologia / Obstetricia,True
30080886,Fisioterapia,False
30080886,Ortopedia E Traumatologia,True
30080932,Mastologia,False
30080932,Oncologia,True
30080932,Quimioterapia,False
30081009,Cardiologia,True
30081009,Clínica Médica,False
30081009,Neurocirurgia,False
30081009,Ultrassonografia,False
30081017,Fisioterapia,False
30081017,Microcirurgia,False
30081017,Ortopedia E Traumatologia,True
30081270,Oftalmologia,True
30083400,Ginecologia / Obstetricia,True
30083494,Alergologia Pediatrica,False
30083494,Cardiologia Pediatrica,False
30083494,Endocrinologia Pediatrica,False
30083494,Gastroenterologia Pediatrica,False
30083494,Hospital,True
30083494,Infectologia Pediatrica,False
30083494,Nefrologia Pediatrica,False
30083494,Oftalmologia,False
30083494,Pediatria,False
30083494,Pneumologia Pediátrica,False
30083540,Fisioterapia,False
30083540,Neurologia,False
30083540,Nutricao,False
30083540,Ortopedia E Traumatologia,True
30083591,Laboratorio / Anatomia Patologica,True
30083630,Ginecologia / Obstetricia,True
30083630,Mastologia,False
30083648,Clinica Medica,True
30083648,Densitometria Ossea,False
30083648,Mamografia,False
30083648,Radiologia,False
30083702,Clinica Medica,True
30083702,Clínica Médica,False
30083702,Hematologia,False
30083702,Oncologia,False
30083710,Ginecologia,False
30083710,Ginecologia / Obstetricia,True
30083800,Angiologia / Cirurgia Vascular,False
30083800,Cardiologia,False
30083800,Cirurgia Geral,False
30083800,Clínica Médica,False
30083800,Densitometria Ossea,False
30083800,Ecocardiografia,False
30083800,Eletrocardiografia (Ecg),False
30083800,Endocrinologia,False
30083800,Gastroenterologia,False
30083800,Ginecologia,False
30083800,Hematologia,False
30083800,Hospital,True
30083800,Laboratorio / Anatomia Patologica,False
30083800,Mamografia,False
30083800,Nutricao,False
30083800,Pneumologia,False
30083800,Provas De Funcao Pulmonar,False
30083800,Radiologia,False
30083800,Tomografia Computadorizada,False
30083800,Ultrassonografia,False
30083800,Urologia,False
30083834,Ortopedia E Traumatologia,True
30083842,Oftalmologia,True
30083869,Cardiologia,True
30083869,Cirurgia Cardiovascular,False
30083885,Cardiologia,False
30083885,Densitometria Ossea,False
30083885,Ginecologia / Obstetricia,False
30083885,Mamografia,False
30083885,Radiologia,False
30083885,Ressonancia Nuclear Magnetica,False
30083885,Ultrassonografia,True
30084024,Angiologia / Cirurgia Vascular,True
30084083,Cirurgia Do Aparelho Digestivo,True
30084083,Ginecologia,False
30084083,Pneumologia,False
30084113,Hospital Especializado Em Oftalmologia,False
30084113,Oftalmologia,True
30084113,Ultrassonografia,False
30084164,Fonoaudiologia,True
30084164,Psicologia,False
30084288,Cardiologia,True
30084440,Cardiologia,True
30084440,Eletrocardiografia (Ecg),False
30084644,Ginecologia,False
30084644,Ginecologia / Obstetricia,True
30084644,Ortopedia E Traumatologia,False
30084687,Ginecologia,False
30084687,Ginecologia / Obstetricia,True
30084687,Mastologia,False
30084792,Acupuntura,False
30084792,Fisioterapia,False
30084792,Fonoaudiologia,False
30084792,Psicologia,True
30084806,Fisioterapia,True
30084806,Ortopedia E Traumatologia,False
30084849,Cirurgia Do Aparelho Digestivo,True
30084849,Cirurgia Geral,False
30084849,Gastroenterologia,False
30084849,Proctologia,False
30084901,Angiologia / Cirurgia Vascular,False
30084901,Audiometria,False
30084901,Cardiologia,False
30084901,Clinica Medica,True
30084901,Colposcopia,False
30084901,Densitometria Ossea,False
30084901,Ecografia Vascular Com Doppler,False
30084901,Gastroenterologia,False
30084901,Ginecologia,False
30084901,Ginecologia / Obstetricia,False
30084901,Nutricao,False
30084901,Oftalmologia,False
30084901,Ortopedia E Traumatologia,False
30084901,Otorrinolaringologia,False
30084901,Pediatria,False
30085020,Colposcopia,False
30085020,Ginecologia,False
30085020,Ginecologia / Obstetricia,True
30085020,Ultrassonografia,False
30085047,Ginecologia,False
30085047,Ginecologia / Obstetricia,True
30085098,Fisioterapia,True
30085128,Alergologia,True
30085128,Alergologia Pediatrica,False
30085179,Oftalmologia,True
30085195,Laboratorio / Anatomia Patologica,True
30088844,Oftalmologia,True
30089166,Angiologia / Cirurgia Vascular,False
30089166,Cirurgia Cardiovascular,False
30089166,Clinica Medica,True
30089166,Oftalmologia,False
30089166,Ultrassonografia,False
30089190,Oftalmologia,True
