contract,network,type,rating,total_ratings,website,google_url,name,phone_number,status
20112875,Master Ouro,Diagnósticos,4.1,13,http://www.militello.com.br/,https://maps.google.com/?cid=11226394117483394161,Militello Laboratório de Análises Clínicas e Biopesquisa Clínica Ltda,(11) 2307-9979,OPERATIONAL
20112886,Master Ouro,Diagnósticos,3.8,48,http://www.mdimagem.com.br/,https://maps.google.com/?cid=10670776896348219425,MDI- MEDICINA DIAGNÓSTICA POR IMAGEM,(12) 3954-5040,OPERATIONAL
20112888,Master Ouro,Diagnósticos,3.7,75,http://www.laboratoriocml.com.br/,https://maps.google.com/?cid=14086979320668140994,Laboratorio CML - Unidade Matriz (Vinhedo),(19) 3876-9898,OPERATIONAL
20112889,Master Ouro,Diagnósticos,4.4,76,http://quantumdiagnostico.com.br/,https://maps.google.com/?cid=14656974000647435237,Quantum Diagnóstico,(11) 4414-8888,OPERATIONAL
20112890,Master Ouro,Diagnósticos,3.3,804,http://www.labmaximo.com.br/,https://maps.google.com/?cid=7394821404145229315,Máximo Diagnósticos,(11) 2090-7999,OPERATIONAL
20112893,Master Ouro,Clinicas,5.0,55,http://www.doesanguedoevida.com.br/doar-sangue-petropolis,https://maps.google.com/?cid=7790242315600450262,Banco de Sangue Santa Teresa,(24) 2245-2324,OPERATIONAL
20112913,Master Ouro,Diagnósticos,3.8,159,http://www.multimagem.med.br/,https://maps.google.com/?cid=11509355102301123703,Clínica Mult Imagem - Caraguatatuba,(12) 3882-3896,OPERATIONAL
20112914,Master Ouro,Diagnósticos,4.0,64,https://www.radiologiaespecializada.com.br/,https://maps.google.com/?cid=388106272695055789,Radiologia Especializada de Ribeirao Preto,(16) 3913-6555,OPERATIONAL
20112918,Master Ouro,Diagnósticos,5.0,5,http://laboratorioburigo.com.br/,https://maps.google.com/?cid=6749787898359635814,Laboratório Búrigo - Pio Corrêa,(48) 3437-3131,OPERATIONAL
20112923,Master Ouro,Diagnósticos,4.4,20,http://www.saolucaslages.com.br/,https://maps.google.com/?cid=13474508744659523432,Laboratório São Lucas,(49) 3222-6377,OPERATIONAL
20112927,Master Ouro,Diagnósticos,3.0,394,http://www.hmg.com.br/,https://maps.google.com/?cid=14959750091569948537,Hospital e Maternidade Galileo,(19) 2115-2000,OPERATIONAL
20112929,Master Ouro,Diagnósticos,2.5,4,http://www.laboratoriosaothome.com.br/,https://maps.google.com/?cid=9599072667634705019,Laboratório de Análises Clínicas São Thomé,(35) 3231-2880,OPERATIONAL
20112947,Master Ouro,Diagnósticos,4.0,47,http://www.cipax.com.br/,https://maps.google.com/?cid=14849504034240986326,Cipax Medicina Diagnóstica,(12) 3203-0633,OPERATIONAL
20112949,Master Ouro,Clinicas,3.7,12,http://cemcj.com.br/,https://maps.google.com/?cid=9743830704945559323,CEMCJ - CENTRO DE ESPECIALIDADES MEDICAS CIDADE JARDIM,(11) 3032-6024,OPERATIONAL
20112953,Master Ouro,Clinicas,4.0,1291,https://www.rededorsaoluiz.com.br/hospital/sao-luiz-itaim,https://maps.google.com/?cid=15297281137917239136,"Hospital e Maternidade São Luiz Itaim: Pronto Atendimento 24h, Urgência e Emergência, Vila Nova Conceição, São Paulo SP",(11) 3040-1100,OPERATIONAL
20112954,Master Ouro,Diagnósticos,3.7,6,http://www.santaclaralab.com.br/,https://maps.google.com/?cid=8911476548898233783,Santa Clara Laboratório Médico,(11) 4158-2509,OPERATIONAL
20112956,Master Ouro,Diagnósticos,5.0,1,,https://maps.google.com/?cid=15068813821196069618,Laboratório Análises Clínicas Neolab,(15) 3282-8039,OPERATIONAL
20112964,Master Ouro,Diagnósticos,5.0,3,http://angiodoppler.com.br/,https://maps.google.com/?cid=6389290346011452627,Angiodoppler - Exames Vasculares Não Invasivos,(41) 98842-2269,OPERATIONAL
20112966,Master Ouro,Diagnósticos,2.1,260,http://www.diimagem.com.br,https://maps.google.com/?cid=3205818442282824441,Di imagem - Medicina Diagnóstica,(67) 3316-4500,OPERATIONAL
20112974,Master Ouro,Diagnósticos,3.5,81,http://www.labsamais.com.br/,https://maps.google.com/?cid=8180978070892909163,Labs a+ Caxias,(21) 2538-3600,OPERATIONAL
20112975,Master Ouro,Diagnósticos,2.2,43,http://www.cadim.com.br/,https://maps.google.com/?cid=6852870443636114477,Cadim-Medicina Diagnóstica,(65) 2121-6363,OPERATIONAL
20112977,Master Ouro,Diagnósticos,3.9,36,http://www.profemme.com.br/,https://maps.google.com/?cid=1433816041592688448,Pró-Femme Diagnósticos,(15) 3388-0333,OPERATIONAL
20112978,Master Ouro,Diagnósticos,5.0,3,http://www.labcare.com.br/,https://maps.google.com/?cid=8413458699885616312,LABCARE MEDICINA DIAGNÓSTICA,(21) 3030-7006,OPERATIONAL
20112979,Master Ouro,Clinicas,3.2,50,http://www.cediba.com.br/,https://maps.google.com/?cid=14059116001948235674,Cediba,(71) 3334-8383,OPERATIONAL
20112981,Master Ouro,Diagnósticos,3.3,20,http://www.ampliarpatologia.com.br/,https://maps.google.com/?cid=5752046549432380598,Ampliar Análises Patológicas - Laboratório de Patologia,(81) 3423-9751,OPERATIONAL
20112983,Master Ouro,Diagnósticos,,0,,https://maps.google.com/?cid=13382635031929383632,R.A.C.I. Radiologistas Associados de Cachoeiro de Itapemirim,(28) 3521-7277,OPERATIONAL
20112984,Master Ouro,Diagnósticos,4.0,84,https://www.fleury.com.br/unidades/alphaville,https://maps.google.com/?cid=1382800540701668765,FLEURY ALPHAVILLE,(11) 3179-0822,OPERATIONAL
20112987,Master Ouro,Diagnósticos,2.3,57,http://www.laboratorioqualita.com.br/,https://maps.google.com/?cid=4841950069234309371,Laboratório Qualitá: um compromisso com a vida,(51) 3553-8450,OPERATIONAL
20112988,Master Ouro,Diagnósticos,5.0,1,https://www.patologiasorocaba.com.br/novo/,https://maps.google.com/?cid=11052500673961762101,Instituto de Patologia e Citologia de Sorocaba,(15) 3231-2802,OPERATIONAL
20112999,Master Ouro,Diagnósticos,4.8,56,http://www.labsugisawa.com.br/,https://maps.google.com/?cid=8394455367318044786,Laboratório de Análises Clínicas Sugisawa,(41) 3223-3527,OPERATIONAL
20113002,Master Ouro,Diagnósticos,2.8,117,http://www.diagmed.com.br/,https://maps.google.com/?cid=7079404625717627476,Diagmed - Sumaré,(19) 3743-5000,OPERATIONAL
20113006,Master Ouro,Diagnósticos,4.3,47,http://www.weinmann.com.br/unidades/Paginas/Cachoeirinha-Weinmann.aspx,https://maps.google.com/?cid=2112810700132012646,Laboratório Weinmann,(51) 3314-3838,OPERATIONAL
20113011,Master Ouro,Clinicas,,0,,https://maps.google.com/?cid=8378610354919812992,Hemocardio,(81) 3421-5000,CLOSED_PERMANENTLY
20113012,Master Ouro,Diagnósticos,3.0,2,http://www.laboratoriofatorr.com.br/,https://maps.google.com/?cid=16733154355550648327,Laboratório Fator R Copacabana,(21) 96908-5226,OPERATIONAL
20113013,Master Ouro,Diagnósticos,3.2,10,http://business.google.com/website/laboratoriovidadiagnostico,https://maps.google.com/?cid=1209131409773145144,Laboratório Vida Diagnóstico,(71) 3288-3082,OPERATIONAL
20113016,Master Ouro,Diagnósticos,3.7,6,https://laboratoriounivida.com.br/,https://maps.google.com/?cid=15544294723788228557,Laborátorio Univida,(71) 3365-2101,OPERATIONAL
20113018,Master Ouro,Diagnósticos,4.1,31,http://www.labbrasil.com.br/,https://maps.google.com/?cid=354300207039678573,Laboratório Brasil de Análises Clínicas,(49) 3322-3986,OPERATIONAL
20113026,Master Ouro,Diagnósticos,2.8,9,http://www.laboratoriovilarica.com.br/,https://maps.google.com/?cid=2086295030882977696,VilaRica Diagnóstico Pró-Saúde - ESPERANÇA,(31) 3825-3323,OPERATIONAL
20113028,Master Ouro,Diagnósticos,5.0,2,,https://maps.google.com/?cid=10651139061107325134,Eblen Laboratório Médico,(32) 3211-1863,OPERATIONAL
20113034,Master Ouro,Diagnósticos,3.7,6,,https://maps.google.com/?cid=12045910734839928218,Unilab Laboratório de Análises Clínicas,(61) 3391-4636,OPERATIONAL
20113040,Master Ouro,Diagnósticos,3.2,10,http://www.cortesvillela.com.br/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=santa-luzia,https://maps.google.com/?cid=12334272511568569351,Laboratório Côrtes Villela | Unidade Santa Luzia,(32) 3029-8421,OPERATIONAL
20113041,Master Ouro,Diagnósticos,2.5,6,http://exatomedicina.com.br/,https://maps.google.com/?cid=13810498832637518338,Exato Laboratório Clínico,(61) 3389-6404,OPERATIONAL
20113047,Master Ouro,Diagnósticos,3.4,5,https://labanalisisceilandia.negocio.site/,https://maps.google.com/?cid=943981879203344345,Laboratório Analisis de Ceilândia,(61) 3041-7384,OPERATIONAL
20113049,Master Ouro,Diagnósticos,2.7,265,https://www.diagnosonamais.com.br/,https://maps.google.com/?cid=9160438643780665562,Diagnoson a+,(71) 4004-3010,OPERATIONAL
20113057,Master Ouro,Diagnósticos,5.0,2,http://medinlab.com.br/,https://maps.google.com/?cid=8206024075042649804,Medinlab,(73) 3231-7192,OPERATIONAL
20113059,Master Ouro,Diagnósticos,2.7,190,http://www.diagmax.com/,https://maps.google.com/?cid=2624092873444185009,Diagmax Diagnósticos Por Imagem,(81) 2127-5500,OPERATIONAL
20113066,Master Ouro,Diagnósticos,5.0,4,http://www.analisyslaboratorio.com.br/,https://maps.google.com/?cid=11138698757522787095,Analisys Laboratório - Sede,(84) 3321-6876,OPERATIONAL
20113076,Master Ouro,Diagnósticos,3.8,104,http://www.triad.med.br/,https://maps.google.com/?cid=15487796564732084655,Triad,(27) 2222-3333,OPERATIONAL
20113082,Master Ouro,Diagnósticos,3.9,46,http://www.sabin.com.br/,https://maps.google.com/?cid=10999250096740558445,Laboratório Sabin (Parque Das Laranjeiras),(92) 2126-8000,OPERATIONAL
20113083,Master Ouro,Diagnósticos,4.5,34,https://www.fontanalaboratorioclinico.com.br/,https://maps.google.com/?cid=14679082677922561041,Fontana Laboratório Clínico - NTO,(51) 3661-3708,OPERATIONAL
20113088,Master Ouro,Diagnósticos,,0,,https://maps.google.com/?cid=12925156702585984807,Cinti-Ilha Serviços de Diagnósticos,,OPERATIONAL
20113097,Master Ouro,Diagnósticos,2.8,49,https://cytolab.com.br/,https://maps.google.com/?cid=14715524996629913176,Cytolab Arujá,(11) 4724-8200,OPERATIONAL
20113103,Master Ouro,Diagnósticos,,0,,https://maps.google.com/?cid=1132018591584552497,Labclin,(22) 3842-1369,OPERATIONAL
20113108,Master Ouro,Diagnósticos,3.3,32,https://www.fmattoso.com.br/,https://maps.google.com/?cid=1715901287949126122,Clínica Felippe Mattoso - Botafogo,(21) 2266-8989,OPERATIONAL
20113143,Master Ouro,Diagnósticos,3.4,5,,https://maps.google.com/?cid=5595091634853929698,Laboratório Clinicenter,(88) 3511-1519,OPERATIONAL
20113145,Master Ouro,Diagnósticos,5.0,4,http://vilaricalaboratorio.com.br/,https://maps.google.com/?cid=3693959605121817789,Laboratório Vila Rica - Unidade Clínica Orgânica,(31) 3741-1119,OPERATIONAL
20113146,Master Ouro,Diagnósticos,3.1,29,http://www.labsaolucasitajai.com.br/,https://maps.google.com/?cid=4744159722249974065,Laboratório São Lucas,(47) 3349-3214,OPERATIONAL
20113159,Master Ouro,Diagnósticos,4.2,10,http://www.suldiagnostico.com.br/,https://maps.google.com/?cid=13889335719866861254,Sul Diagnóstico por Imagem,(54) 3223-0222,OPERATIONAL
20113171,Master Ouro,Diagnósticos,3.5,58,http://www.clinicarafa.com.br/,https://maps.google.com/?cid=4119428063094134027,Clínica Rafá,(21) 3715-8800,OPERATIONAL
20113190,Master Ouro,Diagnósticos,,0,http://www.efilab.com.br/,https://maps.google.com/?cid=6459675355704598086,Efilab - Laboratório Clínico,(47) 3360-3011,OPERATIONAL
20113196,Master Ouro,Diagnósticos,2.8,11,http://www.centrodegenomas.com.br/,https://maps.google.com/?cid=10516252519787066366,Centro de Genomas®,(11) 5079-9593,OPERATIONAL
20113206,Master Ouro,Diagnósticos,5.0,2,,https://maps.google.com/?cid=17311124908694190607,Clínica Nakano,(11) 5549-0557,OPERATIONAL
20113208,Master Ouro,Clinicas,3.9,106,,https://maps.google.com/?cid=16899408959921748731,Clínica Paulista — Fisioterapia e outras especialidades,(11) 3641-2820,OPERATIONAL
20113213,Master Ouro,Clinicas,3.5,11,,https://maps.google.com/?cid=10240221220109516899,Martins Saúde Clínica de Fisioterapia Tatuapé,(11) 2092-9652,OPERATIONAL
20113214,Master Ouro,Diagnósticos,1.0,1,,https://maps.google.com/?cid=6418463806276967097,Shalon Diagnostico por Imagem,,OPERATIONAL
20113215,Master Ouro,Diagnósticos,3.4,42,https://www.wmdiagnosticos.com.br/,https://maps.google.com/?cid=14710315896245005272,Wiermann & Miranda - Diagnósticos por Imagem,(11) 4223-4040,OPERATIONAL
20113216,Master Ouro,Diagnósticos,3.6,314,http://www.delboniauriemo.com.br/,https://maps.google.com/?cid=2519219923815123688,Delboni - Brooklin,(11) 3049-6999,OPERATIONAL
20113217,Master Ouro,Clinicas,4.7,162,https://www.doesanguedoevida.com.br/doar-sangue-recife,https://maps.google.com/?cid=17259297479597331749,Banco de Sangue Hemato,(81) 3972-4050,OPERATIONAL
20113219,Master Ouro,Diagnósticos,2.8,66,https://www.amaissaude.com.br/sp/unidades/trianon-masp/,https://maps.google.com/?cid=1215835757481724594,a+ Medicina Diagnóstica,(11) 3139-8000,OPERATIONAL
20113222,Master Ouro,Diagnósticos,4.1,25,,https://maps.google.com/?cid=7640719191810170340,Tomovale Ressonância Magnética - Jacareí,(12) 2127-0800,OPERATIONAL
20113225,Master Ouro,Diagnósticos,3.9,43,http://www.sergiofranco.com.br/,https://maps.google.com/?cid=4235776067227895419,Sérgio Franco Caxias - Conde de Porto Alegre,,OPERATIONAL
20113226,Master Ouro,Diagnósticos,3.4,73,https://cdpi.com.br/,https://maps.google.com/?cid=6273388705801602483,CDPI,(21) 2111-9150,OPERATIONAL
20113227,Master Ouro,Diagnósticos,3.7,78,https://lamina.com.br/?utm_source=email&utm_medium=emailmarketing&utm_campaign=l%C3%A2mina-my-google-business-site&utm_content=link:::&utm_term=::::,https://maps.google.com/?cid=17498322011914780710,Lâmina Tijuca,,OPERATIONAL
20113228,Master Ouro,Diagnósticos,3.9,37,https://www.sergiofranco.com.br/,https://maps.google.com/?cid=16008229754064839536,Sérgio Franco Niterói - Piratininga,,OPERATIONAL
20113229,Master Ouro,Diagnósticos,3.0,108,https://www.bronstein.com.br/?utm_source=email&utm_medium=emailmarketing&utm_campaign=bronstein-my-google-business-site%20&utm_content=link:::&utm_term=::::,https://maps.google.com/?cid=37626737179835773,Bronstein Medicina Diagnóstica - Madureira I (Megaunidade),,OPERATIONAL
20113230,Master Ouro,Diagnósticos,4.1,56,https://www.bronstein.com.br/?utm_source=email&utm_medium=emailmarketing&utm_campaign=bronstein-my-google-business-site%20&utm_content=link:::&utm_term=::::,https://maps.google.com/?cid=6603233992958809968,Bronstein Medicina Diagnóstica - Caxias II,,OPERATIONAL
20113231,Master Ouro,Diagnósticos,4.1,9,https://cintilogmedicinanuclear.com.br/,https://maps.google.com/?cid=14373800481044537400,Cintilog,,OPERATIONAL
20113232,Master Ouro,Diagnósticos,3.3,65,http://www.multi-imagemrj.com.br/,https://maps.google.com/?cid=5020258218210870579,Multi-Imagem Ressonância,(21) 3575-3000,OPERATIONAL
20113233,Master Ouro,Diagnósticos,3.0,68,http://www.multi-imagemrj.com.br/,https://maps.google.com/?cid=8141063409921485081,Multi-Imagem Ressonância,(21) 3575-3000,OPERATIONAL
20113234,Master Ouro,Diagnósticos,4.0,29,https://www.maxxisaude.com/,https://maps.google.com/?cid=6792385161257241284,MAXXI SAÚDE,(93) 3515-1122,OPERATIONAL
20113245,Master Ouro,Diagnósticos,3.6,63,http://www.ceaclin.com.br/,https://maps.google.com/?cid=16493037080464734260,Laboratório Ceaclin,(69) 3229-6295,OPERATIONAL
20113246,Master Ouro,Diagnósticos,4.9,26,http://www.andresenalab.com.br/,https://maps.google.com/?cid=10827173243726396750,André Sena Laboratório de Patologia Clínica e Hematologia,(28) 3521-7649,OPERATIONAL
20113247,Master Ouro,Clinicas,4.2,5,http://www.clinicarevita.com/,https://maps.google.com/?cid=15179370354470149709,Clínica Revita - Medicina e Estética,(11) 2408-4348,OPERATIONAL
20113248,Master Ouro,Diagnósticos,1.8,35,,https://maps.google.com/?cid=9832673965824341071,Diagson Clínica de Diagnóstico por Imagem,(51) 3471-6365,OPERATIONAL
20113249,Master Ouro,Diagnósticos,,0,,https://maps.google.com/?cid=14476535320605303115,Biomed Laoratorio de Analises Clinicas,,OPERATIONAL
20113251,Master Ouro,Diagnósticos,3.6,61,http://www.kozma.com.br/,https://maps.google.com/?cid=13456651566474287683,Clínica Kozma - Balneário Camboriú,(47) 3366-0102,OPERATIONAL
20113254,Master Ouro,Diagnósticos,4.7,200,,https://maps.google.com/?cid=4017934649838091005,LAPEC-Laboratório Análises Pesquisas Clínicas,(22) 2665-4544,OPERATIONAL
20113256,Master Ouro,Diagnósticos,4.4,158,http://www.focusdf.com.br/,https://maps.google.com/?cid=9647859132902743527,Clínica Focus Diagnóstico,(61) 3551-5130,OPERATIONAL
20113259,Master Ouro,Clinicas,2.5,27,http://www.clinicaendocor.med.br/,https://maps.google.com/?cid=15875507020840651379,Endocor Diagnósticos,(21) 3633-1746,OPERATIONAL
20113261,Master Ouro,Diagnósticos,4.3,48,http://www.diagnostikaendo.com.br/contato/,https://maps.google.com/?cid=6548537126211914566,Diagnóstika,(81) 3227-5000,OPERATIONAL
20113262,Master Ouro,Diagnósticos,2.8,9,https://proscandiagnostico.com.br/,https://maps.google.com/?cid=2629758214140299726,Proscan Diagnóstico de Imagem,(24) 2251-1220,OPERATIONAL
20113263,Master Ouro,Diagnósticos,3.5,100,https://lp.clinicatucunduva.com.br/site/,https://maps.google.com/?cid=13809841555721059968,Ultrassonografia em Jundiaí | Clínica Tucunduva,(11) 2709-5053,OPERATIONAL
20113266,Master Ouro,Diagnósticos,4.4,17,,https://maps.google.com/?cid=13271263676574609798,CentroMed,(11) 97141-6268,OPERATIONAL
20113267,Master Ouro,Diagnósticos,3.9,19,,https://maps.google.com/?cid=15605737765257810284,Cei Digital,(31) 3082-6709,OPERATIONAL
20113268,Master Ouro,Diagnósticos,2.3,15,http://www.hospitalsantaclara.com.br/,https://maps.google.com/?cid=5649192256696671028,Santa Clara Imagem,(34) 3239-6176,OPERATIONAL
20113269,Master Ouro,Diagnósticos,3.6,22,http://www.labsantahelena.com.br/,https://maps.google.com/?cid=8793648375047711825,Laboratório Santa Helena,(51) 3223-9211,OPERATIONAL
20113270,Master Ouro,Diagnósticos,5.0,3,https://www.cardioimagem.udi.br/,https://maps.google.com/?cid=14760416442412356198,Cardio Imagem,(34) 3239-0184,OPERATIONAL
20113273,Master Ouro,Diagnósticos,,0,,https://maps.google.com/?cid=8760387569209906873,Laboratório CDN,(21) 3254-3948,CLOSED_PERMANENTLY
20113274,Master Ouro,Diagnósticos,2.2,54,http://www.radiologiasidney.com.br/,https://maps.google.com/?cid=16412089437411240273,Radiologia Sidney de Souza Almeida Ltda,(19) 3408-8710,OPERATIONAL
20113275,Master Ouro,Diagnósticos,3.4,25,http://www.labpasteur.com.br/,https://maps.google.com/?cid=16973507606771884402,Pasteur Laboratório,(19) 3478-1429,OPERATIONAL
20113277,Master Ouro,Diagnósticos,3.0,51,http://www.clinicaradiovida.com.br/,https://maps.google.com/?cid=13051910292346320104,Radiovida,(24) 3340-2000,OPERATIONAL
20113278,Master Ouro,Diagnósticos,3.3,38,http://www.institutoimagem.med.br/,https://maps.google.com/?cid=3334018743762141356,Instituto Carlos Américo de Imagem,(44) 3033-5500,OPERATIONAL
20113279,Master Ouro,Diagnósticos,4.5,58,https://lablaborvida.com/,https://maps.google.com/?cid=13171890731447700260,Laboratório Laborvida - Exame de Sangue - Exame Toxicológico - Exame Laboratorial - Hemograma Completo - Vacinas,(71) 3621-8459,OPERATIONAL
20113280,Master Ouro,Diagnósticos,3.5,4,https://www.cta-al.com.br/,https://maps.google.com/?cid=17733754709558240488,CTA - Centro de Tomografia de Alagoas,(82) 3218-0570,OPERATIONAL
20113281,Master Ouro,Clinicas,3.7,3,https://santamartaimagem.com.br/,https://maps.google.com/?cid=15694439768587291263,Santa Marta Imagem - CDM,(34) 3239-2323,OPERATIONAL
20113284,Master Ouro,Diagnósticos,2.8,33,,https://maps.google.com/?cid=13426680979159729696,Radius Clínica,(44) 3225-3838,OPERATIONAL
20113285,Master Ouro,Diagnósticos,4.2,12,https://diagnosticosmaroja.negocio.site/,https://maps.google.com/?cid=2693116270677271977,Diagnósticos Maroja,(45) 3574-3521,OPERATIONAL
20113286,Master Ouro,Diagnósticos,4.1,63,http://cliniimagem.com.br/,https://maps.google.com/?cid=6782822526223493179,Cliniimagem Diagnóstico por Imagem - Ressonância Magnética - Tomografia,0800 647 2001,OPERATIONAL
20113287,Master Ouro,Clinicas,,0,http://www.levittacentroauditivo.com.br/,https://maps.google.com/?cid=8988437723253555645,Levitta Centro Auditivo,(15) 3037-3870,OPERATIONAL
20113288,Master Ouro,Clinicas,4.4,13,http://www.clinicadomingossavio.com.br/,https://maps.google.com/?cid=3860408768412930974,Clínica Domingos Sávio,(11) 2364-2374,OPERATIONAL
20113289,Master Ouro,Diagnósticos,3.3,51,http://www.cemise.com.br,https://maps.google.com/?cid=15835530335882237060,Cemise,(79) 3304-1000,OPERATIONAL
20113290,Master Ouro,Diagnósticos,3.4,75,http://www.biofast.com.br/,https://maps.google.com/?cid=9863581088487652713,Biofast Plus - Guarulhos,(11) 5180-7750,OPERATIONAL
20113291,Master Ouro,Diagnósticos,3.9,22,http://carloschagasjm.com.br/,https://maps.google.com/?cid=9779317191774017697,Laboratório Médico Carlos Chagas,(31) 3851-1356,OPERATIONAL
20113293,Master Ouro,Diagnósticos,3.7,30,https://clinicaunicard.com.br/,https://maps.google.com/?cid=17279043605918708424,Unicard - Centro Diagnóstico Cardiológico,(12) 3643-1160,OPERATIONAL
20113294,Master Ouro,Diagnósticos,4.7,26,http://www.laboratorioarycosta.com.br/,https://maps.google.com/?cid=18232504835613464037,Laboratório Ary Costa,(53) 3222-6529,OPERATIONAL
20113295,Master Ouro,Diagnósticos,4.6,105,http://www.prollmed.com.br/,https://maps.google.com/?cid=3224789384641285753,Laboratório ProllMed,(47) 3512-5885,OPERATIONAL
20113296,Master Ouro,Diagnósticos,2.8,5,http://www.ndnucleodiagnostico.med.br/,https://maps.google.com/?cid=17904279156654083908,ND Núcleo Diagnóstico,(44) 3024-0400,OPERATIONAL
20113297,Master Ouro,Diagnósticos,2.9,50,,https://maps.google.com/?cid=12823720920322744481,Núcleo Imagem,(19) 2532-2848,OPERATIONAL
20113298,Master Ouro,Diagnósticos,3.7,99,https://spximagem.com.br/clinicas-unidades/joinville-sc/,https://maps.google.com/?cid=8574189575480704181,SPX Clínica - Joinville,(47) 3033-2200,OPERATIONAL
20113299,Master Ouro,Diagnósticos,,0,http://www.unimagemsaude.com.br/,https://maps.google.com/?cid=3205694877075723079,UNIMAGEM,(11) 4413-4780,OPERATIONAL
20113300,Master Ouro,Diagnósticos,5.0,6,http://www.cdmcdm.com.br/,https://maps.google.com/?cid=6578061843802975741,Clinica de Medicina Nuclear de Franca,(16) 3708-1600,OPERATIONAL
20113301,Master Ouro,Diagnósticos,3.7,65,https://www.laboratoriojoaopaulo.com.br/,https://maps.google.com/?cid=11914891377196109075,Laboratório João Paulo - Unidade Matriz,(31) 3532-2264,OPERATIONAL
20113302,Master Ouro,Diagnósticos,,0,http://institutomineiromastologia.com/,https://maps.google.com/?cid=3938396370795397339,Instituto Mineiro de Mastologia - IMMA,(31) 3595-5444,OPERATIONAL
20113303,Master Ouro,Diagnósticos,3.9,64,http://www.clinicaqimed.com.br/,https://maps.google.com/?cid=3785237971262136632,Q.I.MED,(22) 2773-2811,OPERATIONAL
20113305,Master Ouro,Diagnósticos,3.4,59,,https://maps.google.com/?cid=2979067071010610914,Instituto Santa Rosa Lorena,(12) 3157-4064,OPERATIONAL
20113306,Master Ouro,Diagnósticos,1.2,17,http://www.imedi.com.br/,https://maps.google.com/?cid=5233605692736186599,IMEDI Medicina Diagnóstica Unidade Mauá,(11) 4090-1680,OPERATIONAL
20113307,Master Ouro,Diagnósticos,3.9,96,http://lvb.com.br/,https://maps.google.com/?cid=3339460477259405759,Laboratório Vital Brazil Barão de Itapura,(19) 3733-7200,OPERATIONAL
20113309,Master Ouro,Diagnósticos,3.4,363,http://www.espacorafah.com.br/,https://maps.google.com/?cid=14099362716743754233,RAFAH medicina,(19) 97130-9112,OPERATIONAL
20113311,Master Ouro,Clinicas,3.3,26,,https://maps.google.com/?cid=15559972841949691328,CardioCenter,(19) 3875-6156,OPERATIONAL
20113313,Master Ouro,Diagnósticos,3.5,74,https://lavoisier.com.br/,https://maps.google.com/?cid=17661469532083288943,Lavoisier Diadema,,OPERATIONAL
20113314,Master Ouro,Diagnósticos,,0,,https://maps.google.com/?cid=13245082060191724080,Laboratoria Álvaro NTO2,,OPERATIONAL
20113315,Master Ouro,Diagnósticos,2.5,11,https://www.labvitalbrasil.com.br/,https://maps.google.com/?cid=7816600226451130676,Laboratório Médico Vital Brasil,4003-5410,OPERATIONAL
20113316,Master Ouro,Diagnósticos,4.6,22,http://www.oswaldocruz.com/,https://maps.google.com/?cid=6103972377541474901,Laboratório Oswaldo Cruz,4003-4474,OPERATIONAL
20113318,Master Ouro,Diagnósticos,1.9,19,http://www.diagnostika.med.br/,https://maps.google.com/?cid=14947460477441579965,Diagnóstika,(31) 4020-2180,OPERATIONAL
20113320,Master Ouro,Diagnósticos,3.5,90,http://aurimedicina.com.br/,https://maps.google.com/?cid=10388576495311263790,AURI Medicina Diagnóstica,(11) 4517-4900,OPERATIONAL
20113321,Master Ouro,Diagnósticos,3.4,58,https://lavoisier.com.br/,https://maps.google.com/?cid=17089046081838450381,Lavoisier,,OPERATIONAL
20113322,Master Ouro,Diagnósticos,2.4,7,http://www.cediccedilab.com.br/,https://maps.google.com/?cid=2814631207803984557,Cedic Cedilab,(65) 3319-3319,CLOSED_PERMANENTLY
20113323,Master Ouro,Diagnósticos,4.5,35,http://www.elielfigueiredo.com.br/,https://maps.google.com/?cid=10340706437680821533,Eliel Figueirêdo Diagnósticos Médicos,(21) 2450-8200,OPERATIONAL
20113324,Master Ouro,Diagnósticos,2.6,123,http://www.ecosson.com.br/,https://maps.google.com/?cid=10604633171053158236,Ecosson,(51) 3464-1000,OPERATIONAL
20113325,Master Ouro,Diagnósticos,3.9,80,https://cardio-centro-sorocaba.negocio.site/?utm_source=gmb&utm_medium=referral,https://maps.google.com/?cid=15250075772266394381,Cárdio Centro Sorocaba,(15) 3221-5058,OPERATIONAL
20113326,Master Ouro,Diagnósticos,4.0,47,http://www.urcdiagnosticos.com.br/,https://maps.google.com/?cid=9890931652493600088,URC Diagnósticos por Imagem - Ultrassom,(48) 3461-0800,OPERATIONAL
20113327,Master Ouro,Diagnósticos,,0,,https://maps.google.com/?cid=9225811187793894482,Laboratório & Vacinas,,OPERATIONAL
20113328,Master Ouro,Diagnósticos,4.6,70,https://lavoisier.com.br/,https://maps.google.com/?cid=6526534950889857238,Lavoisier Carapicuíba Inocêncio Seráfico,,OPERATIONAL
20113330,Master Ouro,Diagnósticos,4.3,56,https://altadiagnosticos.com.br/detalhe-unidade?unidade=436&utm_source=GMB&utm_medium=Growth&utm_campaign=Barra,https://maps.google.com/?cid=10833433599886518625,Alta Excelência Diagnóstica - Barra Shopping,(21) 3003-5552,OPERATIONAL
