contract,category
30068401,Consultório Médico/Clínica
30068410,Consultório Médico/Clínica
30068479,Consultório Médico/Clínica
30068592,Consultório Médico/Clínica
30068592,Serviço De Terapia
30068738,Consultório Médico/Clínica
30068738,Serviço De Diagnóstico
30068860,Consultório Médico/Clínica
30068878,Consultório Médico/Clínica
30068975,Serviço De Diagnóstico
30069181,Consultório Médico/Clínica
30069181,Serviço De Diagnóstico
30069190,Consultório Médico/Clínica
30069203,Consultório Médico/Clínica
30069300,Consultório Médico/Clínica
30069300,Serviço De Terapia
30069319,Consultório Médico/Clínica
30069335,Consultório Médico/Clínica
30069500,Consultório Médico/Clínica
30069500,Serviço De Diagnóstico
30069610,Consultório Médico/Clínica
30069858,Consultório Médico/Clínica
30069858,Serviço De Diagnóstico
30069912,Consultório Médico/Clínica
30069912,Serviço De Diagnóstico
30069912,Serviço De Terapia
30070007,Serviço De Terapia
30070058,Consultório Médico/Clínica
30070066,Consultório Médico/Clínica
30070066,Serviço De Diagnóstico
30070198,Consultório Médico/Clínica
30070198,Hospital
30070201,Consultório Médico/Clínica
30070201,Serviço De Diagnóstico
30070473,Consultório Médico/Clínica
30070520,Serviço De Terapia
30070589,Consultório Médico/Clínica
30070589,Serviço De Diagnóstico
30070600,Consultório Médico/Clínica
30070678,Consultório Médico/Clínica
30070678,Hospital
30070678,Pronto-Socorro
30070694,Serviço De Diagnóstico
30070848,Consultório Médico/Clínica
30070937,Consultório Médico/Clínica
30071070,Consultório Médico/Clínica
30071119,Consultório Médico/Clínica
30071194,Consultório Médico/Clínica
30071259,Consultório Médico/Clínica
30071275,Consultório Médico/Clínica
30071330,Consultório Médico/Clínica
30071380,Consultório Médico/Clínica
30071399,Consultório Médico/Clínica
30071569,Consultório Médico/Clínica
30071607,Consultório Médico/Clínica
30071631,Consultório Médico/Clínica
30071631,Serviço De Terapia
30071640,Consultório Médico/Clínica
30071640,Serviço De Diagnóstico
30071666,Consultório Médico/Clínica
30071666,Serviço De Diagnóstico
30071666,Serviço De Terapia
30071682,Consultório Médico/Clínica
30071690,Consultório Médico/Clínica
30071690,Serviço De Diagnóstico
30071690,Serviço De Terapia
30071852,Serviço De Diagnóstico
30071887,Consultório Médico/Clínica
30071895,Consultório Médico/Clínica
30071909,Consultório Médico/Clínica
30072077,Serviço De Terapia
30072140,Consultório Médico/Clínica
30072220,Serviço De Terapia
30072280,Serviço De Terapia
30072395,Consultório Médico/Clínica
30072395,Serviço De Diagnóstico
30072492,Consultório Médico/Clínica
30072492,Serviço De Diagnóstico
30072492,Serviço De Terapia
30072646,Consultório Médico/Clínica
30072824,Consultório Médico/Clínica
30072832,Consultório Médico/Clínica
30072832,Serviço De Diagnóstico
30072832,Serviço De Terapia
30072859,Consultório Médico/Clínica
30072883,Serviço De Diagnóstico
30072891,Consultório Médico/Clínica
30072891,Serviço De Diagnóstico
30072905,Consultório Médico/Clínica
30072905,Serviço De Terapia
30072930,Consultório Médico/Clínica
30072980,Consultório Médico/Clínica
30072980,Serviço De Diagnóstico
30072980,Serviço De Terapia
30073022,Consultório Médico/Clínica
30073049,Consultório Médico/Clínica
30073057,Consultório Médico/Clínica
30073057,Serviço De Diagnóstico
30073057,Serviço De Terapia
30073073,Consultório Médico/Clínica
30073090,Consultório Médico/Clínica
30073120,Consultório Médico/Clínica
30073138,Consultório Médico/Clínica
30073138,Serviço De Diagnóstico
30073162,Consultório Médico/Clínica
30073162,Serviço De Diagnóstico
30073197,Consultório Médico/Clínica
30073197,Serviço De Diagnóstico
30073286,Consultório Médico/Clínica
30073316,Serviço De Terapia
30073529,Serviço De Terapia
30073693,Consultório Médico/Clínica
30073693,Serviço De Diagnóstico
30073693,Serviço De Terapia
30073707,Consultório Médico/Clínica
30073723,Consultório Médico/Clínica
30073758,Consultório Médico/Clínica
30073820,Consultório Médico/Clínica
30073847,Consultório Médico/Clínica
30073847,Serviço De Diagnóstico
30073847,Serviço De Terapia
30073898,Consultório Médico/Clínica
30073898,Serviço De Terapia
30073910,Consultório Médico/Clínica
30074126,Consultório Médico/Clínica
30074207,Consultório Médico/Clínica
30074207,Serviço De Diagnóstico
30074207,Serviço De Terapia
30074223,Consultório Médico/Clínica
30074223,Serviço De Diagnóstico
30074274,Consultório Médico/Clínica
30074274,Serviço De Diagnóstico
30074410,Consultório Médico/Clínica
30074568,Consultório Médico/Clínica
30074568,Pronto-Socorro
30074568,Serviço De Diagnóstico
30074568,Serviço De Terapia
30075033,Consultório Médico/Clínica
30075033,Serviço De Diagnóstico
30075190,Consultório Médico/Clínica
30075246,Consultório Médico/Clínica
30075661,Consultório Médico/Clínica
30075718,Consultório Médico/Clínica
30075823,Consultório Médico/Clínica
30075947,Serviço De Diagnóstico
30076072,Serviço De Diagnóstico
30076102,Serviço De Diagnóstico
30076145,Consultório Médico/Clínica
30076145,Serviço De Diagnóstico
30076242,Consultório Médico/Clínica
30076242,Serviço De Diagnóstico
30076420,Consultório Médico/Clínica
30076439,Serviço De Diagnóstico
30076471,Consultório Médico/Clínica
30078539,Consultório Médico/Clínica
30078547,Consultório Médico/Clínica
30078547,Serviço De Terapia
30078644,Consultório Médico/Clínica
30078830,Consultório Médico/Clínica
30078830,Serviço De Diagnóstico
30078830,Serviço De Terapia
30078911,Consultório Médico/Clínica
30078911,Serviço De Diagnóstico
30079152,Consultório Médico/Clínica
30079314,Consultório Médico/Clínica
30079314,Serviço De Diagnóstico
30079314,Serviço De Terapia
30080277,Consultório Médico/Clínica
30080541,Consultório Médico/Clínica
30080541,Serviço De Diagnóstico
30080550,Consultório Médico/Clínica
30080614,Consultório Médico/Clínica
30080614,Serviço De Diagnóstico
30080673,Consultório Médico/Clínica
30080681,Consultório Médico/Clínica
30080746,Consultório Médico/Clínica
30080746,Serviço De Diagnóstico
30080843,Consultório Médico/Clínica
30080886,Consultório Médico/Clínica
30080886,Serviço De Terapia
30080932,Consultório Médico/Clínica
30080932,Serviço De Terapia
30081009,Consultório Médico/Clínica
30081009,Serviço De Diagnóstico
30081017,Consultório Médico/Clínica
30081017,Serviço De Terapia
30081270,Consultório Médico/Clínica
30083400,Consultório Médico/Clínica
30083494,Consultório Médico/Clínica
30083494,Hospital
30083540,Consultório Médico/Clínica
30083540,Serviço De Terapia
30083591,Serviço De Diagnóstico
30083630,Consultório Médico/Clínica
30083648,Serviço De Diagnóstico
30083702,Consultório Médico/Clínica
30083710,Consultório Médico/Clínica
30083800,Consultório Médico/Clínica
30083800,Hospital
30083800,Serviço De Diagnóstico
30083800,Serviço De Terapia
30083834,Consultório Médico/Clínica
30083842,Consultório Médico/Clínica
30083869,Consultório Médico/Clínica
30083885,Consultório Médico/Clínica
30083885,Serviço De Diagnóstico
30084024,Consultório Médico/Clínica
30084083,Consultório Médico/Clínica
30084113,Consultório Médico/Clínica
30084113,Hospital
30084113,Serviço De Diagnóstico
30084164,Serviço De Terapia
30084288,Consultório Médico/Clínica
30084440,Consultório Médico/Clínica
30084440,Serviço De Diagnóstico
30084644,Consultório Médico/Clínica
30084687,Consultório Médico/Clínica
30084792,Serviço De Terapia
30084806,Consultório Médico/Clínica
30084806,Serviço De Terapia
30084849,Consultório Médico/Clínica
30084901,Consultório Médico/Clínica
30084901,Serviço De Diagnóstico
30084901,Serviço De Terapia
30085020,Consultório Médico/Clínica
30085020,Serviço De Diagnóstico
30085047,Consultório Médico/Clínica
30085098,Serviço De Terapia
30085128,Consultório Médico/Clínica
30085179,Consultório Médico/Clínica
30085195,Serviço De Diagnóstico
30088844,Consultório Médico/Clínica
30089166,Consultório Médico/Clínica
30089166,Serviço De Diagnóstico
30089190,Consultório Médico/Clínica
30089247,Consultório Médico/Clínica
30089310,Consultório Médico/Clínica
30089310,Serviço De Diagnóstico
30089360,Consultório Médico/Clínica
30089360,Hospital
30089360,Serviço De Terapia
30089409,Consultório Médico/Clínica
30089409,Serviço De Diagnóstico
30089695,Consultório Médico/Clínica
30089695,Serviço De Terapia
30091527,Consultório Médico/Clínica
30092698,Serviço De Terapia
30095018,Consultório Médico/Clínica
30095018,Serviço De Diagnóstico
30095018,Serviço De Terapia
30095573,Consultório Médico/Clínica
30098670,Consultório Médico/Clínica
30098840,Serviço De Terapia
30098948,Consultório Médico/Clínica
30098980,Consultório Médico/Clínica
30098980,Serviço De Diagnóstico
30099234,Serviço De Diagnóstico
30099609,Consultório Médico/Clínica
30099765,Consultório Médico/Clínica
30099803,Serviço De Diagnóstico
30100001,Consultório Médico/Clínica
30100001,Serviço De Terapia
30100046,Consultório Médico/Clínica
30100356,Consultório Médico/Clínica
30100356,Serviço De Diagnóstico
30100356,Serviço De Terapia
30100402,Consultório Médico/Clínica
30100593,Serviço De Terapia
30101140,Consultório Médico/Clínica
30101140,Serviço De Diagnóstico
30101387,Serviço De Diagnóstico
30101409,Consultório Médico/Clínica
30101409,Serviço De Terapia
30101476,Consultório Médico/Clínica
30101476,Serviço De Diagnóstico
30101557,Consultório Médico/Clínica
30101832,Serviço De Diagnóstico
30101840,Consultório Médico/Clínica
30102006,Consultório Médico/Clínica
30102146,Consultório Médico/Clínica
30102308,Consultório Médico/Clínica
30102308,Serviço De Diagnóstico
30102308,Serviço De Terapia
30102340,Consultório Médico/Clínica
30102596,Consultório Médico/Clínica
30102766,Consultório Médico/Clínica
30102766,Serviço De Terapia
30102820,Consultório Médico/Clínica
30102863,Consultório Médico/Clínica
30103037,Consultório Médico/Clínica
30103169,Consultório Médico/Clínica
30103169,Serviço De Diagnóstico
30103274,Consultório Médico/Clínica
30103274,Serviço De Diagnóstico
30103274,Serviço De Terapia
30103479,Consultório Médico/Clínica
30103509,Consultório Médico/Clínica
30103509,Serviço De Diagnóstico
30103509,Serviço De Terapia
30103754,Serviço De Terapia
30103797,Consultório Médico/Clínica
30103851,Serviço De Diagnóstico
30104076,Serviço De Diagnóstico
30104238,Consultório Médico/Clínica
30104238,Serviço De Diagnóstico
30104238,Serviço De Terapia
30104424,Consultório Médico/Clínica
30104424,Serviço De Diagnóstico
30104424,Serviço De Terapia
30104483,Consultório Médico/Clínica
30104521,Consultório Médico/Clínica
30104521,Serviço De Diagnóstico
30104548,Serviço De Diagnóstico
30104629,Consultório Médico/Clínica
30104629,Serviço De Terapia
30104807,Consultório Médico/Clínica
30104840,Consultório Médico/Clínica
30104904,Consultório Médico/Clínica
30104920,Consultório Médico/Clínica
30104971,Consultório Médico/Clínica
30104980,Consultório Médico/Clínica
30105080,Consultório Médico/Clínica
30105145,Serviço De Terapia
30105170,Serviço De Diagnóstico
30106982,Consultório Médico/Clínica
30106982,Serviço De Diagnóstico
30107962,Consultório Médico/Clínica
30107962,Serviço De Diagnóstico
30108730,Consultório Médico/Clínica
30108810,Serviço De Diagnóstico
30109000,Consultório Médico/Clínica
30109000,Serviço De Diagnóstico
30109000,Serviço De Terapia
30109221,Consultório Médico/Clínica
30109400,Serviço De Diagnóstico
30109647,Consultório Médico/Clínica
30109647,Serviço De Diagnóstico
30109647,Serviço De Terapia
30109736,Consultório Médico/Clínica
30109736,Serviço De Diagnóstico
30109736,Serviço De Terapia
30109752,Consultório Médico/Clínica
30110246,Consultório Médico/Clínica
30110246,Serviço De Diagnóstico
30110319,Consultório Médico/Clínica
30110319,Serviço De Diagnóstico
30110319,Serviço De Terapia
30110408,Consultório Médico/Clínica
30110440,Consultório Médico/Clínica
30110440,Hospital
30110440,Serviço De Terapia
30110513,Consultório Médico/Clínica
30110645,Serviço De Diagnóstico
30110661,Consultório Médico/Clínica
30110661,Serviço De Diagnóstico
30110661,Serviço De Terapia
30110696,Consultório Médico/Clínica
30110696,Serviço De Diagnóstico
30110696,Serviço De Terapia
30110840,Consultório Médico/Clínica
30110890,Serviço De Diagnóstico
30110963,Consultório Médico/Clínica
30110971,Consultório Médico/Clínica
30111013,Consultório Médico/Clínica
30111110,Consultório Médico/Clínica
30111110,Serviço De Diagnóstico
30111110,Serviço De Terapia
30111315,Consultório Médico/Clínica
30111315,Serviço De Diagnóstico
30111315,Serviço De Terapia
30111331,Consultório Médico/Clínica
30111404,Consultório Médico/Clínica
30111501,Consultório Médico/Clínica
30111501,Serviço De Diagnóstico
30111510,Consultório Médico/Clínica
30111528,Consultório Médico/Clínica
30113377,Consultório Médico/Clínica
30113377,Serviço De Diagnóstico
30113431,Consultório Médico/Clínica
30113431,Serviço De Diagnóstico
30113431,Serviço De Terapia
30113440,Serviço De Terapia
30113458,Consultório Médico/Clínica
30113458,Serviço De Terapia
30113504,Consultório Médico/Clínica
30113563,Consultório Médico/Clínica
30113563,Serviço De Diagnóstico
30113571,Consultório Médico/Clínica
30113601,Consultório Médico/Clínica
30113601,Serviço De Diagnóstico
30113830,Consultório Médico/Clínica
30113881,Consultório Médico/Clínica
30113881,Serviço De Terapia
30113946,Serviço De Terapia
30113989,Serviço De Terapia
30114039,Consultório Médico/Clínica
30114039,Serviço De Diagnóstico
30114039,Serviço De Terapia
30114128,Consultório Médico/Clínica
30114128,Serviço De Terapia
30114179,Consultório Médico/Clínica
30114179,Serviço De Terapia
30114250,Consultório Médico/Clínica
30114276,Serviço De Diagnóstico
30114306,Consultório Médico/Clínica
30114306,Serviço De Diagnóstico
30114306,Serviço De Terapia
30114357,Consultório Médico/Clínica
30114365,Serviço De Diagnóstico
30114446,Serviço De Terapia
30114543,Consultório Médico/Clínica
30114543,Serviço De Diagnóstico
30114543,Serviço De Terapia
30114632,Consultório Médico/Clínica
30114721,Consultório Médico/Clínica
30114780,Consultório Médico/Clínica
30114780,Serviço De Diagnóstico
30115000,Consultório Médico/Clínica
30115000,Serviço De Terapia
30115272,Consultório Médico/Clínica
30115272,Serviço De Terapia
30115280,Consultório Médico/Clínica
30115353,Serviço De Diagnóstico
30115388,Consultório Médico/Clínica
30115388,Serviço De Diagnóstico
30115531,Consultório Médico/Clínica
30115604,Consultório Médico/Clínica
30115604,Serviço De Terapia
30115620,Serviço De Terapia
30115680,Consultório Médico/Clínica
30115701,Consultório Médico/Clínica
30115701,Pronto-Socorro
30115795,Consultório Médico/Clínica
30115868,Hospital
30115957,Consultório Médico/Clínica
30115957,Serviço De Diagnóstico
30115957,Serviço De Terapia
30115990,Serviço De Diagnóstico
30116031,Consultório Médico/Clínica
30116066,Consultório Médico/Clínica
30116090,Consultório Médico/Clínica
30116104,Serviço De Diagnóstico
30116155,Consultório Médico/Clínica
30116317,Serviço De Diagnóstico
30116414,Consultório Médico/Clínica
30116503,Serviço De Terapia
30116538,Consultório Médico/Clínica
30116546,Consultório Médico/Clínica
30116880,Consultório Médico/Clínica
30116880,Serviço De Diagnóstico
30116880,Serviço De Terapia
30117216,Consultório Médico/Clínica
30117216,Serviço De Diagnóstico
30117216,Serviço De Terapia
30117240,Consultório Médico/Clínica
30117356,Serviço De Terapia
30117470,Consultório Médico/Clínica
30117631,Consultório Médico/Clínica
30117631,Serviço De Diagnóstico
30117631,Serviço De Terapia
30117712,Serviço De Diagnóstico
30118158,Serviço De Terapia
30119081,Consultório Médico/Clínica
30119081,Serviço De Diagnóstico
30119081,Serviço De Terapia
30119090,Consultório Médico/Clínica
30119245,Serviço De Diagnóstico
30119260,Consultório Médico/Clínica
30119766,Serviço De Diagnóstico
30123402,Consultório Médico/Clínica
30123402,Serviço De Terapia
30123615,Consultório Médico/Clínica
30124379,Consultório Médico/Clínica
30124409,Consultório Médico/Clínica
30124409,Serviço De Terapia
30124450,Consultório Médico/Clínica
30124565,Consultório Médico/Clínica
30124697,Consultório Médico/Clínica
30124875,Consultório Médico/Clínica
30672190,Consultório Médico/Clínica
30672190,Serviço De Diagnóstico
30672190,Serviço De Terapia
30672191,Consultório Médico/Clínica
30672194,Consultório Médico/Clínica
30672202,Consultório Médico/Clínica
30672205,Consultório Médico/Clínica
30672205,Serviço De Terapia
30672208,Consultório Médico/Clínica
30672208,Serviço De Terapia
30672211,Consultório Médico/Clínica
30672212,Consultório Médico/Clínica
30672212,Serviço De Diagnóstico
30672212,Serviço De Terapia
30672214,Consultório Médico/Clínica
30672215,Consultório Médico/Clínica
30672220,Serviço De Terapia
30672228,Consultório Médico/Clínica
30672230,Consultório Médico/Clínica
30672230,Serviço De Diagnóstico
30672236,Consultório Médico/Clínica
30672240,Consultório Médico/Clínica
30672242,Consultório Médico/Clínica
30672248,Consultório Médico/Clínica
30672248,Serviço De Diagnóstico
30672251,Consultório Médico/Clínica
30672257,Consultório Médico/Clínica
30672261,Consultório Médico/Clínica
30672264,Consultório Médico/Clínica
30672265,Consultório Médico/Clínica
30672266,Consultório Médico/Clínica
30672270,Consultório Médico/Clínica
30672270,Serviço De Terapia
30672276,Consultório Médico/Clínica
30672280,Consultório Médico/Clínica
30672283,Consultório Médico/Clínica
30672294,Consultório Médico/Clínica
30672296,Consultório Médico/Clínica
30672301,Consultório Médico/Clínica
30672301,Serviço De Diagnóstico
30672301,Serviço De Terapia
30672302,Consultório Médico/Clínica
30672309,Consultório Médico/Clínica
30672320,Consultório Médico/Clínica
30672330,Consultório Médico/Clínica
30672331,Serviço De Diagnóstico
30672335,Consultório Médico/Clínica
30672335,Serviço De Diagnóstico
30672336,Consultório Médico/Clínica
30672343,Consultório Médico/Clínica
30672343,Serviço De Diagnóstico
30672343,Serviço De Terapia
30672344,Consultório Médico/Clínica
30672344,Serviço De Diagnóstico
30672351,Consultório Médico/Clínica
30672355,Consultório Médico/Clínica
30672368,Consultório Médico/Clínica
30672369,Consultório Médico/Clínica
30672372,Consultório Médico/Clínica
30672372,Serviço De Diagnóstico
30672372,Serviço De Terapia
30672379,Consultório Médico/Clínica
30672398,Serviço De Diagnóstico
30672402,Consultório Médico/Clínica
30672404,Consultório Médico/Clínica
30672407,Consultório Médico/Clínica
30672408,Consultório Médico/Clínica
30672409,Consultório Médico/Clínica
30672411,Serviço De Terapia
30672415,Consultório Médico/Clínica
30672417,Consultório Médico/Clínica
30672421,Consultório Médico/Clínica
30672421,Serviço De Terapia
30672423,Consultório Médico/Clínica
30672429,Serviço De Terapia
30672437,Consultório Médico/Clínica
30672437,Serviço De Diagnóstico
30672439,Consultório Médico/Clínica
30672439,Serviço De Diagnóstico
30672439,Serviço De Terapia
30672443,Serviço De Terapia
30672476,Consultório Médico/Clínica
30672497,Consultório Médico/Clínica
30672502,Consultório Médico/Clínica
30672502,Serviço De Diagnóstico
30672505,Consultório Médico/Clínica
30672506,Consultório Médico/Clínica
30672512,Consultório Médico/Clínica
30672516,Consultório Médico/Clínica
30672516,Serviço De Diagnóstico
30672522,Consultório Médico/Clínica
30672522,Serviço De Terapia
30672523,Consultório Médico/Clínica
30672527,Consultório Médico/Clínica
30672528,Serviço De Diagnóstico
30672529,Serviço De Diagnóstico
30672530,Consultório Médico/Clínica
30672530,Serviço De Diagnóstico
30672540,Consultório Médico/Clínica
30672540,Serviço De Diagnóstico
30672541,Consultório Médico/Clínica
30672542,Serviço De Diagnóstico
30672556,Serviço De Terapia
30672582,Serviço De Diagnóstico
30672589,Consultório Médico/Clínica
30672589,Hospital
30672589,Maternidade
30672589,Serviço De Diagnóstico
30672589,Serviço De Terapia
30672598,Consultório Médico/Clínica
30672598,Serviço De Diagnóstico
30672599,Consultório Médico/Clínica
30672599,Serviço De Diagnóstico
30672604,Consultório Médico/Clínica
30672606,Consultório Médico/Clínica
30672611,Consultório Médico/Clínica
30672611,Serviço De Diagnóstico
30672611,Serviço De Terapia
30672612,Consultório Médico/Clínica
30672612,Pronto-Socorro
30672612,Serviço De Diagnóstico
30672613,Consultório Médico/Clínica
30672613,Serviço De Terapia
30672619,Consultório Médico/Clínica
30672620,Serviço De Diagnóstico
30672640,Consultório Médico/Clínica
30672640,Serviço De Diagnóstico
30672642,Consultório Médico/Clínica
30672643,Consultório Médico/Clínica
30672645,Consultório Médico/Clínica
30672646,Consultório Médico/Clínica
30672646,Serviço De Terapia
30672651,Serviço De Diagnóstico
30672655,Consultório Médico/Clínica
30672656,Consultório Médico/Clínica
30672661,Consultório Médico/Clínica
30672661,Serviço De Diagnóstico
30672661,Serviço De Terapia
30672662,Consultório Médico/Clínica
30672662,Hospital
30672664,Consultório Médico/Clínica
30672668,Serviço De Diagnóstico
30672677,Consultório Médico/Clínica
30672677,Serviço De Terapia
30672678,Hospital
30672678,Pronto-Socorro
30672679,Consultório Médico/Clínica
30672679,Pronto-Socorro
30672679,Serviço De Diagnóstico
30672694,Serviço De Terapia
30672702,Consultório Médico/Clínica
30672721,Consultório Médico/Clínica
30672722,Consultório Médico/Clínica
30672724,Serviço De Diagnóstico
30672725,Hospital
30672726,Serviço De Diagnóstico
30672729,Serviço De Diagnóstico
30672735,Consultório Médico/Clínica
30672735,Serviço De Diagnóstico
30672736,Consultório Médico/Clínica
30672736,Serviço De Diagnóstico
30672736,Serviço De Terapia
30672738,Consultório Médico/Clínica
30672738,Serviço De Diagnóstico
30672739,Consultório Médico/Clínica
30672745,Consultório Médico/Clínica
30672745,Serviço De Diagnóstico
30672750,Consultório Médico/Clínica
30672750,Serviço De Diagnóstico
30672755,Serviço De Terapia
30672757,Consultório Médico/Clínica
30672757,Hospital
30672757,Maternidade
30672757,Pronto-Socorro
30672757,Serviço De Diagnóstico
30672759,Consultório Médico/Clínica
30672764,Consultório Médico/Clínica
30672769,Consultório Médico/Clínica
30672770,Consultório Médico/Clínica
30672775,Consultório Médico/Clínica
30672775,Serviço De Diagnóstico
30672775,Serviço De Terapia
30672778,Consultório Médico/Clínica
30672784,Consultório Médico/Clínica
30672784,Serviço De Terapia
30672786,Consultório Médico/Clínica
30672786,Serviço De Diagnóstico
30672790,Consultório Médico/Clínica
30672790,Serviço De Terapia
30672793,Consultório Médico/Clínica
30672795,Consultório Médico/Clínica
30672808,Serviço De Diagnóstico
30672814,Consultório Médico/Clínica
30672821,Consultório Médico/Clínica
30672831,Consultório Médico/Clínica
30672841,Consultório Médico/Clínica
30672841,Serviço De Diagnóstico
30672844,Serviço De Diagnóstico
30672848,Consultório Médico/Clínica
30672848,Serviço De Diagnóstico
30672850,Consultório Médico/Clínica
30672850,Pronto-Socorro
30672855,Serviço De Diagnóstico
30672863,Serviço De Terapia
30672870,Consultório Médico/Clínica
30672873,Serviço De Terapia
30672878,Serviço De Diagnóstico
30672880,Consultório Médico/Clínica
30672880,Serviço De Diagnóstico
30672887,Consultório Médico/Clínica
30672893,Consultório Médico/Clínica
30672893,Serviço De Terapia
30672895,Consultório Médico/Clínica
30672896,Consultório Médico/Clínica
30672899,Serviço De Diagnóstico
30672906,Consultório Médico/Clínica
30672918,Consultório Médico/Clínica
30672920,Consultório Médico/Clínica
30672933,Serviço De Diagnóstico
30672941,Serviço De Terapia
30672944,Consultório Médico/Clínica
30672946,Consultório Médico/Clínica
30672961,Consultório Médico/Clínica
30672964,Consultório Médico/Clínica
30672966,Consultório Médico/Clínica
30672974,Consultório Médico/Clínica
30672975,Consultório Médico/Clínica
30672975,Serviço De Diagnóstico
30672975,Serviço De Terapia
30672981,Serviço De Terapia
30672986,Serviço De Diagnóstico
30672993,Serviço De Diagnóstico
30672998,Consultório Médico/Clínica
30672998,Serviço De Diagnóstico
30672998,Serviço De Terapia
30673002,Consultório Médico/Clínica
30673002,Serviço De Diagnóstico
30673002,Serviço De Terapia
30673005,Consultório Médico/Clínica
30673005,Serviço De Diagnóstico
30673005,Serviço De Terapia
30673016,Consultório Médico/Clínica
30673016,Serviço De Terapia
30673019,Consultório Médico/Clínica
30673019,Pronto-Socorro
30673019,Serviço De Diagnóstico
30673019,Serviço De Terapia
30673025,Serviço De Diagnóstico
30673031,Consultório Médico/Clínica
30673031,Serviço De Diagnóstico
30673033,Serviço De Diagnóstico
30673043,Consultório Médico/Clínica
30673048,Consultório Médico/Clínica
30673048,Serviço De Terapia
30673050,Consultório Médico/Clínica
30673071,Consultório Médico/Clínica
30673071,Serviço De Diagnóstico
30673074,Consultório Médico/Clínica
30673074,Serviço De Diagnóstico
30673074,Serviço De Terapia
30673077,Consultório Médico/Clínica
30673092,Consultório Médico/Clínica
30673099,Consultório Médico/Clínica
30673099,Serviço De Terapia
30673104,Serviço De Diagnóstico
30673110,Consultório Médico/Clínica
30673110,Serviço De Diagnóstico
30673110,Serviço De Terapia
30673126,Consultório Médico/Clínica
30673126,Serviço De Diagnóstico
30673126,Serviço De Terapia
30673130,Consultório Médico/Clínica
30673131,Consultório Médico/Clínica
30673138,Serviço De Diagnóstico
30673143,Consultório Médico/Clínica
30673143,Hospital
30673143,Pronto-Socorro
30673145,Consultório Médico/Clínica
30673146,Consultório Médico/Clínica
30673147,Consultório Médico/Clínica
30673147,Serviço De Diagnóstico
30673147,Serviço De Terapia
30673148,Consultório Médico/Clínica
30673153,Consultório Médico/Clínica
30673154,Consultório Médico/Clínica
30673169,Consultório Médico/Clínica
30673170,Consultório Médico/Clínica
30673170,Serviço De Diagnóstico
30673183,Consultório Médico/Clínica
30673183,Pronto-Socorro
30673188,Consultório Médico/Clínica
30673188,Serviço De Diagnóstico
30673198,Consultório Médico/Clínica
30673204,Consultório Médico/Clínica
30673209,Consultório Médico/Clínica
30673209,Serviço De Diagnóstico
30673217,Consultório Médico/Clínica
30673217,Serviço De Terapia
30673222,Serviço De Diagnóstico
30673225,Consultório Médico/Clínica
30673225,Serviço De Terapia
30673227,Consultório Médico/Clínica
30673227,Serviço De Diagnóstico
30673235,Consultório Médico/Clínica
30673250,Serviço De Diagnóstico
30673254,Consultório Médico/Clínica
30673283,Consultório Médico/Clínica
30673295,Consultório Médico/Clínica
30673295,Serviço De Diagnóstico
30673295,Serviço De Terapia
30673296,Consultório Médico/Clínica
30673306,Consultório Médico/Clínica
30673306,Serviço De Diagnóstico
30673310,Consultório Médico/Clínica
30673311,Consultório Médico/Clínica
30673317,Serviço De Diagnóstico
30673326,Consultório Médico/Clínica
30673326,Pronto-Socorro
30673326,Serviço De Diagnóstico
30673326,Serviço De Terapia
30673328,Consultório Médico/Clínica
30673337,Consultório Médico/Clínica
30673337,Serviço De Diagnóstico
30673337,Serviço De Terapia
30673354,Consultório Médico/Clínica
30673356,Consultório Médico/Clínica
30673356,Pronto-Socorro
30673374,Consultório Médico/Clínica
30673381,Consultório Médico/Clínica
30673381,Serviço De Diagnóstico
30673382,Consultório Médico/Clínica
30673385,Consultório Médico/Clínica
30673385,Serviço De Diagnóstico
30673386,Consultório Médico/Clínica
30673389,Serviço De Diagnóstico
30673390,Consultório Médico/Clínica
30673390,Hospital
30673390,Maternidade
30673390,Pronto-Socorro
30673391,Consultório Médico/Clínica
30673395,Consultório Médico/Clínica
30673395,Serviço De Diagnóstico
30673417,Consultório Médico/Clínica
30673417,Serviço De Diagnóstico
30673426,Consultório Médico/Clínica
30673429,Consultório Médico/Clínica
30673449,Consultório Médico/Clínica
30673449,Serviço De Diagnóstico
30673450,Consultório Médico/Clínica
30673450,Pronto-Socorro
30673450,Serviço De Diagnóstico
30673452,Consultório Médico/Clínica
30673455,Consultório Médico/Clínica
30673455,Serviço De Diagnóstico
30673457,Consultório Médico/Clínica
30673465,Consultório Médico/Clínica
30673465,Serviço De Terapia
30673485,Consultório Médico/Clínica
30673492,Consultório Médico/Clínica
30673492,Serviço De Diagnóstico
30673506,Consultório Médico/Clínica
30673506,Serviço De Diagnóstico
30673529,Consultório Médico/Clínica
30673536,Consultório Médico/Clínica
30673537,Consultório Médico/Clínica
30673540,Consultório Médico/Clínica
30673540,Hospital
30673540,Pronto-Socorro
30673540,Serviço De Diagnóstico
30673550,Consultório Médico/Clínica
30673553,Consultório Médico/Clínica
30673564,Consultório Médico/Clínica
30673564,Serviço De Diagnóstico
30673580,Consultório Médico/Clínica
30673580,Serviço De Terapia
30673581,Consultório Médico/Clínica
30673582,Serviço De Terapia
30673588,Consultório Médico/Clínica
30673589,Consultório Médico/Clínica
30673597,Consultório Médico/Clínica
